순위,영화명,개봉일,매출액,가중치,매출액 점유율,관객수,스크린수,상영횟수,대표국적,제작국적,배급사,"장르","등급","러닝타임","수상횟수","관람평점","남자 평점","여자 평점"
83,미성년,2019-04-11,"2,494,544,650","21,552,865,776.00",0.10%,"293,341",673,"27,311",한국,한국,(주)쇼박스,드라마,15,96,4,8.64,8.06,8.86
84,배심원들,2019-05-15,"2,306,806,090","21,545,568,880.60",0.10%,"288,579",784,"20,271",한국,한국,CGV아트하우스,드라마,12,114,2,9.34,9.23,9.4
85,기방도령,2019-07-10,"2,330,230,190","16,614,541,254.70",0.10%,"287,053",625,"16,652",한국,한국,판씨네마(주),코미디,15,110,0,7.13,6.45,7.53
86,신데렐라:마법 반지의 비밀,2019-02-20,"2,114,475,240","14,040,115,593.60",0.10%,"284,922",575,"9,977",미국,미국,예지림엔터테인먼트,애니메이션,0,87,0,6.64,7.13,6.5
87,원스 어폰 어 타임... 인 할리우드,2019-09-25,"2,269,807,670","18,317,347,896.90",0.10%,"277,319",678,"15,147",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,드라마,19,161,6,8.07,8.14,7.91
88,기묘한 가족,2019-02-13,"2,121,514,275","15,868,926,777.00",0.10%,"263,598",625,"15,314",한국,한국,플러스엠 엔터테인먼트,드라마,12,112,0,7.48,7.25,7.62
89,악질경찰,2019-03-20,"2,256,615,278","16,202,497,696.04",0.10%,"262,233",833,"22,785",한국,한국,워너브러더스 코리아(주),코미디,19,127,0,7.18,7.13,7.26
90,라스트 크리스마스,2019-12-05,"2,058,391,130","14,779,248,313.40",0.10%,"249,323",623,"14,580",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),로맨스,12,103,0,7.18,7.54,6.88
91,메리 포핀스 리턴즈,2019-02-14,"1,816,281,960","15,747,164,593.20",0.10%,"224,160",573,"11,128",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,판타지,0,130,4,8.67,8.32,8.78
92,명탐정 코난: 감청의 권,2019-07-24,"1,740,310,530","12,286,592,341.80",0.10%,"219,078",602,"8,790",일본,일본,(주)씨제이이엔엠,애니메이션,12,109,0,7.06,7.11,7.02
93,어린 의뢰인,2019-05-22,"1,686,149,600","15,411,407,344.00",0.10%,"204,259",671,"17,416",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,12,114,0,9.14,9.35,9.03
94,비스트,2019-06-26,"1,606,470,590","13,140,929,426.20",0.10%,"203,042",737,"12,404",한국,한국,(주)넥스트엔터테인먼트월드(NEW),범죄,15,130,0,8.18,8.25,8.01
95,요로나의 저주,2019-04-17,"1,784,947,871","13,797,647,042.83",0.10%,"202,758",620,"18,559",미국,미국,워너브러더스 코리아(주),공포,15,93,0,7.73,7.65,7.81
96,언니,2019-01-01,"1,746,373,250","12,678,669,795.00",0.10%,"197,134",530,"11,315",한국,한국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",액션,19,94,0,7.26,6.92,7.74
97,언더독,2019-01-16,"1,494,957,830","14,172,200,228.40",0.10%,"195,183",612,"10,774",한국,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,0,102,0,9.48,9.56,9.46
98,롱 샷,2019-07-24,"1,677,753,797","14,864,898,641.42",0.10%,"191,122",454,"8,318",미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",코미디,15,125,0,8.86,9.01,8.76
99,앵그리 버드 2: 독수리 왕국의 침공,2019-08-07,"1,437,751,073","12,867,872,103.35",0.10%,"188,987",512,"7,252",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,애니메이션,0,96,0,8.95,8.96,8.94
100,우상,2019-03-20,"1,581,839,728","10,392,687,012.96",0.10%,"183,784",900,"18,545",한국,한국,CGV아트하우스,공포,15,144,2,6.57,5.6,7.25
1,남산의 부장들,2020-01-22,"41,225,216,650","348,765,332,859.00",8.70%,"4,750,345","1,659","140,051",한국,한국,(주)쇼박스,드라마,15,114,12,8.46,8.46,8.46
2,다만 악에서 구하소서,2020-08-05,"38,602,260,990","330,049,331,464.50",8.20%,"4,357,803","1,998","193,842",한국,한국,(주)씨제이이엔엠,범죄,15,108,10,8.55,8.45,8.69
3,반도,2020-07-15,"33,072,531,280","237,130,049,277.60",7.00%,"3,812,250","2,575","199,048",한국,한국,(주)넥스트엔터테인먼트월드(NEW),액션,15,116,6,7.17,6.8,7.58
4,히트맨,2020-01-22,"20,614,278,000","164,295,795,660.00",4.40%,"2,406,232","1,122","87,782",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,코미디,15,110,0,7.97,7.61,8.44
5,테넷,2020-08-26,"18,396,929,850","160,605,197,590.50",3.90%,"1,992,214","2,228","164,758",미국,미국,워너브러더스 코리아(주),액션,12,150,3,8.73,8.69,8.8
6,#살아있다,2020-06-24,"15,968,219,900","110,021,035,111.00",3.40%,"1,903,992","1,882","137,073",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,15,98,0,6.89,6.57,7.39
7,강철비2: 정상회담,2020-07-29,"14,661,646,110","116,120,237,191.20",3.10%,"1,791,533","2,137","106,658",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,15,142,0,7.92,7.69,8.25
8,담보,2020-09-29,"14,748,867,550","135,099,626,758.00",3.10%,"1,719,521","1,342","110,260",한국,한국,(주)씨제이이엔엠,드라마,12,113,2,9.16,9.28,9.06
9,닥터 두리틀,2020-01-08,"13,449,206,760","109,342,050,958.80",2.80%,"1,607,082","1,290","68,634",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,0,101,1,8.13,8,8.24
10,삼진그룹 영어토익반,2020-10-21,"13,981,414,470","125,972,544,374.70",3.00%,"1,571,286","1,615","139,275",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,12,110,6,9.01,8.83,9.13
11,정직한 후보,2020-02-12,"12,854,297,030","107,333,380,200.50",2.70%,"1,538,038","1,187","89,425",한국,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,12,104,1,8.35,8.16,8.51
12,도굴,2020-11-04,"13,764,680,410","116,449,196,268.60",2.90%,"1,523,514","1,635","133,284",한국,한국,(주)씨제이이엔엠,범죄,12,114,0,8.46,8.43,8.49
13,클로젯,2020-02-05,"10,971,962,280","89,202,053,336.40",2.30%,"1,270,835","1,197","71,453",한국,한국,(주)씨제이이엔엠,공포,15,98,1,8.13,7.89,8.46
14,오케이 마담,2020-08-12,"10,981,600,110","87,523,352,876.70",2.30%,"1,228,968","1,288","82,969",한국,한국,플러스엠 엔터테인먼트,코미디,15,100,0,7.97,7.63,8.21
15,해치지않아,2020-01-15,"10,154,099,090","74,124,923,357.00",2.20%,"1,209,689","1,216","53,441",한국,한국,(주)에이스메이커무비웍스,코미디,12,117,0,7.3,7.4,7.22
16,결백,2020-06-10,"7,859,629,340","66,492,464,216.40",1.70%,"894,025","1,112","74,532",한국,한국,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,(주)키다리이엔티",드라마,15,110,2,8.46,8.18,8.69
17,1917,2020-02-19,"7,924,722,960","72,114,978,936.00",1.70%,"877,017",932,"91,511",미국,미국,(주)스마일이엔티,드라마,15,119,19,9.1,9.05,9.2
18,작은 아씨들,2020-02-12,"7,283,877,330","65,846,251,063.20",1.50%,"864,782","1,105","59,781",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,드라마,15,135,0,9.04,8.9,9.2
19,지푸라기라도 잡고 싶은 짐승들,2020-02-19,"5,457,014,750","43,656,118,000.00",1.20%,"628,977",996,"65,645",한국,한국,플러스엠 엔터테인먼트,범죄,19,108,5,8,7.69,8.41
20,미스터 주: 사라진 VIP,2020-01-22,"5,071,671,660","38,341,837,749.60",1.10%,"603,203",692,"28,187",한국,한국,"플러스엠 엔터테인먼트,(주)리틀빅픽쳐스",코미디,12,113,0,7.56,7.99,7.02
21,인비저블맨,2020-02-26,"5,015,895,060","44,190,035,478.60",1.10%,"575,043",776,"63,076",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15,124,1,8.81,8.61,9.07
22,나쁜 녀석들: 포에버,2020-01-15,"4,880,576,760","41,728,931,298.00",1.00%,"547,775",896,"29,888",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,19,124,0,8.55,8.49,8.7
23,국제수사,2020-09-29,"4,496,603,760","32,600,377,260.00",1.00%,"537,470","1,074","41,108",한국,한국,(주)쇼박스,액션,15,106,0,7.25,7.08,7.41
24,침입자,2020-06-04,"4,810,611,000","35,983,370,280.00",1.00%,"532,045","1,365","53,636",한국,한국,(주)에이스메이커무비웍스,공포,15,102,0,7.48,7.2,7.1
25,스타워즈: 라이즈 오브 스카이워커,2020-01-08,"4,704,790,210","35,050,687,064.50",1.00%,"507,265",957,"28,695",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,141,0,7.45,7.14,8.36
26,스파이 지니어스,2020-01-22,"3,699,691,180","35,110,069,298.20",0.80%,"450,932",712,"22,244",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,0,102,0,9.49,9.54,9.43
27,이웃사촌,2020-11-25,"3,647,897,960","30,314,032,047.60",0.80%,"424,764","1,363","65,450",한국,한국,"(주)리틀빅픽쳐스,(주)트리니티픽쳐스",드라마,12,130,0,8.31,8.11,8.51
28,온워드: 단 하루의 기적,2020-06-17,"3,590,809,620","32,748,183,734.40",0.80%,"418,084","1,138","45,697",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,판타지,12,102,0,9.12,9,9.2
29,소리도 없이,2020-10-15,"3,558,905,900","27,759,466,020.00",0.80%,"403,424","1,084","41,127",한국,한국,(주)에이스메이커무비웍스,범죄,15,99,15,7.8,7.67,7.94
30,버즈 오브 프레이(할리 퀸의 황홀한 해방),2020-02-05,"3,558,359,190","29,320,879,725.60",0.80%,"402,035",963,"38,319",미국,미국,워너브러더스 코리아(주),액션,15,108,0,8.24,7.39,9.01
31,원더 우먼 1984,2020-12-23,"3,490,431,460","26,317,853,208.40",0.70%,"390,986","2,260","45,347",미국,미국,워너브러더스 코리아(주),액션,12,151,1,7.54,7.35,7.86
32,오! 문희,2020-09-02,"2,802,734,600","25,645,021,590.00",0.60%,"351,730","1,110","52,239",한국,한국,CGV아트하우스,코미디,12,109,0,9.15,9.13,9.16
33,그린랜드,2020-09-29,"2,777,724,520","22,610,677,592.80",0.60%,"325,869",779,"26,421",미국,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",액션,12,119,0,8.14,8.4,8
34,런,2020-11-20,"2,560,440,600","21,840,558,318.00",0.50%,"278,818",799,"38,955",미국,미국,(주)올스타엔터테인먼트,공포,15,90,1,8.53,8.38,8.68
35,뮬란,2020-09-17,"2,079,737,620","19,008,801,846.80",0.40%,"236,247","1,420","38,703",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,0,88,0,9.14,8.73,9.53
36,내가 죽던 날,2020-11-12,"2,135,396,020","19,410,749,821.80",0.50%,"233,112",909,"29,390",한국,한국,워너브러더스 코리아(주),드라마,12,116,3,9.09,9.14,9.07
37,검객,2020-09-23,"1,619,781,870","13,962,519,719.40",0.30%,"190,237",832,"21,595",한국,한국,"(주)키위미디어그룹,오퍼스픽쳐스(유),(주)씨네필운",액션,15,100,2,8.62,8.35,9.23
38,조제,2020-12-10,"1,673,427,570","13,722,106,074.00",0.40%,"186,647","1,179","38,291",한국,한국,워너브러더스 코리아(주),로맨스,15,117,0,8.2,8.24,8.18
39,사라진 시간,2020-06-18,"1,652,522,580","10,278,690,447.60",0.30%,"185,802",874,"20,790",한국,한국,(주)에이스메이커무비웍스,드라마,15,105,5,6.22,6.06,6.37
40,트롤: 월드 투어,2020-04-29,"1,170,580,320","10,020,167,539.20",0.20%,"152,589",344,"15,459",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,91,0,8.56,8.68,8.51
41,미스터트롯: 더 무비,2020-10-22,"1,288,696,100","11,598,264,900.00",0.30%,"150,090",449,"15,980",한국,한국,(주)영화사 그램,공연,0,115,0,9,8.61,9.04
42,브레이크 더 사일런스: 더 무비,2020-09-24,"1,160,249,000","10,801,918,190.00",0.20%,"131,693",205,"10,604",한국,한국,CGV ICECON,공연,0,89,0,9.31,6.48,9.71
43,21 브릿지: 테러 셧다운,2020-01-01,"978,201,230","7,395,201,298.80",0.20%,"127,616",228,"7,686",미국,미국,"(주)드림팩트엔터테인먼트,(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",범죄,15,99,0,7.56,7.36,7.86
44,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,2020-08-20,"1,004,751,550","9,233,666,744.50",0.20%,"123,329",661,"13,299",일본,일본,(주)씨제이이엔엠,애니메이션,0,100,0,9.19,8.87,9.29
45,수퍼 소닉,2020-02-12,"932,457,150","8,131,026,348.00",0.20%,"118,725",609,"11,143",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,애니메이션,0,98,0,8.72,8.56,8.89
46,언힌지드,2020-10-07,"1,018,720,190","7,905,268,674.40",0.20%,"118,570",676,"19,770",미국,미국,"(주)누리픽쳐스,(주)영화특별시에스엠씨",공포,19,90,0,7.76,7.87,7.61
47,언더워터,2020-05-27,"937,112,800","7,093,943,896.00",0.20%,"109,207",594,"18,257",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,공포,15,95,0,7.57,7.35,7.8
48,디바,2020-09-23,"901,717,350","7,213,738,800.00",0.20%,"108,122",831,"18,923",한국,한국,플러스엠 엔터테인먼트,공포,15,84,1,8,7.67,8.15
49,죽지않는 인간들의 밤,2020-09-29,"852,639,440","7,417,963,128.00",0.20%,"104,034",570,"12,667",한국,한국,TCO(주)더콘텐츠온,코미디,15,110,0,8.7,8.36,9.08
50,저 산 너머,2020-04-30,"772,685,300","7,008,255,671.00",0.20%,"103,534",468,"13,037",한국,한국,(주)리틀빅픽쳐스,드라마,12,112,1,9.07,9.45,8.83
51,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020-09-29,"3,129,974,000","29,484,355,080.00",0.70%,"102,008",106,"4,771",한국,한국,씨제이포디플렉스 주식회사,공연,0,80,0,9.42,5.88,9.9
52,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,2020-09-30,"780,549,310","6,642,474,628.10",0.20%,"97,392",591,"7,752",일본,일본,(주)이수C&E,애니메이션,0,96,0,8.51,8.32,8.64
53,소리꾼,2020-07-01,"670,872,680","5,836,592,316.00",0.10%,"82,600",573,"13,997",한국,한국,(주)리틀빅픽쳐스,드라마,12,130,2,8.7,8.4,9.02
54,젠틀맨,2020-02-26,"665,658,710","5,851,140,060.90",0.10%,"81,482",586,"14,748",미국,미국,"(주)영화사 빅,(주)다날엔터테인먼트",범죄,19,113,0,8.79,8.56,9.32
55,극장판 미니특공대: 공룡왕 디노,2020-02-06,"620,860,720","4,141,141,002.40",0.10%,"79,772",485,"6,333",한국,한국,(주)리틀빅픽쳐스,애니메이션,0,73,0,6.67,5.75,8.5
56,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,"696,241,320","6,614,292,540.00",0.10%,"76,787",149,"5,615",일본,일본,(주)애니플러스,애니메이션,15,122,0,9.5,9.48,9.61
57,빅샤크3: 젤리몬스터 대소동,2020-07-29,"562,559,660","4,770,505,916.80",0.10%,"72,912",400,"5,259",중국,중국,(주)팝엔터테인먼트,애니메이션,0,76,0,8.48,8.7,8.43
58,뉴 뮤턴트,2020-09-10,"546,115,880","1,638,347,640.00",0.10%,"61,897",817,"15,048",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,SF,12,84,0,3,1.33,5.5
59,극장판 미니특공대: 햄버거괴물의 습격,2020-09-30,"465,849,080","4,192,641,720.00",0.10%,"57,857",414,"5,084",한국,한국,(주)리틀빅픽쳐스,애니메이션,0,86,0,9,8.88,9.08
60,마이 스파이,2020-04-29,"482,594,500","3,783,540,880.00",0.10%,"56,282",240,"7,466",미국,미국,(주)이수C&E,액션,12,100,0,7.84,7.05,8.67
61,더 프린세스 : 도둑맞은 공주,2020-08-12,"457,449,660","4,135,344,926.40",0.10%,"55,828",423,"4,192",우크라이나,우크라이나,(주)팝엔터테인먼트,애니메이션,0,88,0,9.04,9.5,8.95
62,나의 첫 번째 슈퍼스타,2020-06-10,"474,367,360","4,231,356,851.20",0.10%,"53,748",462,"8,832",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,12,113,0,8.92,8.91,8.93
63,프리키 데스데이,2020-11-25,"451,225,690","3,903,102,218.50",0.10%,"51,812",631,"12,882",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,19,102,0,8.65,8.02,9.07
64,아웃포스트,2020-09-23,"428,533,870","3,513,977,734.00",0.10%,"51,381",454,"6,092",미국,미국,(주)제이앤씨미디어그룹,액션,15,123,0,8.2,8.4,7.9
65,스케어리 스토리:어둠의 속삭임,2020-03-25,"377,934,420","2,131,550,128.80",0.10%,"45,338",212,"6,626",미국,미국,(주)제이앤씨미디어그룹,판타지,15,108,0,5.64,5.42,6.06
66,아이즈 온 미 : 더 무비,2020-06-10,"510,943,000","4,782,426,480.00",0.10%,"39,719",124,"2,379",한국,한국,씨제이포디플렉스 주식회사,공연,0,104,0,9.36,9.4,9.14
67,다만 악에서 구하소서 파이널컷,2020-10-28,"326,106,570","2,788,211,173.50",0.10%,"37,961",475,"7,521",한국,한국,(주)씨제이이엔엠,범죄,15,108,10,8.55,8.45,8.69
68,애프터: 그 후,2020-10-07,"308,484,040","2,495,635,883.60",0.10%,"37,354",420,"6,161",미국,미국,판씨네마(주),로맨스,15,105,0,8.09,6,8.31
69,콜 오브 와일드,2020-05-14,"306,118,500","2,663,230,950.00",0.10%,"36,245",505,"7,850",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,모험,12,100,0,8.7,8.4,9.6
70,오픈 더 도어,2020-04-08,"286,702,100","1,605,531,760.00",0.10%,"31,760",184,"5,842",러시아,러시아,(주)팝엔터테인먼트,공포,19,89,0,5.6,5.8,5.4
71,"하이, 젝시",2020-02-19,"227,794,500","1,528,501,095.00",0.00%,"29,492",205,"4,890",미국,미국,(주)홈초이스,코미디,15,84,0,6.71,6.98,6.3
72,더 보이 2: 돌아온 브람스,2020-03-05,"231,152,000","1,088,725,920.00",0.00%,"26,531",179,"4,075",미국,미국,(주)팝엔터테인먼트,공포,15,86,0,4.71,3.91,6
73,킹덤 오브 헤븐: 디렉터스 컷,2020-11-11,"233,176,600","2,154,551,784.00",0.00%,"25,323",117,"2,277",영국,영국,(주)영화사오원,액션,15,144,0,9.24,9.18,9.35
74,더 프롬,2020-12-02,"213,920,730","1,580,874,194.70",0.00%,"24,635",662,"8,736",미국,미국,플러스엠 엔터테인먼트,코미디,12,131,0,7.39,6.02,8.2
75,오즈의 마법사: 요술구두와 말하는 책,2020-01-22,"195,207,320","1,268,847,580.00",0.00%,"24,534",252,"2,037",러시아,러시아,(주)박수엔터테인먼트,애니메이션,0,77,0,6.5,5.88,6.8
76,에이바,2020-09-09,"183,599,250","1,384,338,345.00",0.00%,"23,817",515,"6,087",미국,미국,(주)제이앤씨미디어그룹,액션,15,97,0,7.54,6.12,9.8
77,하이큐!! 땅 VS 하늘,2020-01-23,"189,951,700","1,620,288,001.00",0.00%,"23,613",82,"1,827",일본,일본,"(주)이놀미디어,(주)드림팩트엔터테인먼트,(주)삼백상회",애니메이션,0,46,0,8.53,8.56,8.51
78,테슬라,2020-10-28,"184,842,950","1,256,932,060.00",0.00%,"23,441",460,"4,859",미국,미국,(주)제이앤씨미디어그룹,드라마,12,102,0,6.8,6,104
79,극장판 원피스 스탬피드,2020-02-13,"189,707,460","1,680,808,095.60",0.00%,"22,392",372,"3,320",일본,일본,(주)스마일이엔티,모험,0,101,0,8.86,8.61,10
80,인베이젼 2020,2020-07-01,"184,631,260","1,144,713,812.00",0.00%,"22,268",354,"3,999",러시아,러시아,(주)제이앤씨미디어그룹,SF,12,130,0,6.2,6.2,0
81,비밀정보원: 인 더 프리즌,2020-04-15,"172,588,940","1,303,046,497.00",0.00%,"20,317",200,"3,645",영국,영국,(주)제이앤씨미디어그룹,범죄,19,113,0,7.55,7.19,8.84
82,시원찮은 그녀를 위한 육성방법 피날레,2020-02-27,"166,987,960","1,559,667,546.40",0.00%,"19,738",71,"2,265",일본,일본,(주)애니플러스,애니메이션,12,114,0,9.34,9.35,9
83,강철비2 : 정상회담 확장판,2020-09-30,"89,922,500","712,186,200.00",0.00%,"18,306",126,"1,672",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,15,142,0,7.92,7.69,8.25
84,택스 콜렉터,2020-11-18,"138,525,250","1,117,898,767.50",0.00%,"18,197",372,"3,710",미국,미국,(주)팝엔터테인먼트,액션,19,95,0,8.07,7.3,10
85,킹덤,2020-04-29,"140,937,500","1,018,978,125.00",0.00%,"17,663",186,"2,749",일본,일본,와이드 릴리즈(주),액션,15,129,0,7.23,7.16,7.67
86,이 멋진 세계에 축복을! 붉은 전설,2020-02-06,"152,082,580","1,423,492,948.80",0.00%,"17,607",57,"1,130",일본,일본,(주)애니플러스,애니메이션,15,90,0,9.36,9.48,8
